JID,Composition,Spg.numb.,Spg.symb.,Cryst.,Dimensionality,OPT SCF gap, MBJ gap,n-Seebeck,p-Seebeck,n-powerfact,p-powerfact,n-cond,p-cond,n-ZT,p-ZT,Avg.elec.mass,Avg.hole mass,n-mp-Seeb,p-mp-Seeb
JVASP-15565,TbSnPd2,225,Fm-3m,cubic,3D,0.0051,na,9.9580023,10.102527,443.1206543,458.3311208,4468662.433,4490754.433,0.003911082,0.004028186,6.35E-07,6.35E-07,na,na
JVASP-15566,Er(SiRh)2,139,I4/mmm,tetragonal,3D,0.0026,0.0034,12.93027133,13.06390433,744.5186,754.8933113,3552812,3576520.8,0.007090753,0.007201185,8.73E-07,8.73E-07,na,na
JVASP-15567,MnCo2Sb,225,Fm-3m,cubic,3D,0.0106,0.0158,9.680694767,9.937345933,154.5961391,163.1131059,1649626.367,1651764.167,0.003365881,0.003544146,1.77E-06,1.77E-06,-21.655938,-21.714933
JVASP-15568,Tb(FeSi)2,139,I4/mmm,tetragonal,3D,0.0015,na,-11.48193597,-11.4650312,716.1636901,727.3122936,2989395.167,2979454.6,0.007380453,0.007510401,1.09E-06,1.09E-06,na,na
JVASP-15569,Th(CrSi)2,139,I4/mmm,tetragonal,3D,0.0026,0.0032,1.899123567,2.0880693,180.1059921,169.0450373,1324552.233,1325367.9,0.004640359,0.004422214,2.24E-06,2.24E-06,-19.93604933,-20.26910133
JVASP-15570,TiAlCo2,225,Fm-3m,cubic,3D,0.0089,0.0337,-5.536352667,-5.6363014,67.11247271,69.45318081,2189554.433,2186269.633,0.00125271,0.001298693,1.28E-06,1.28E-06,na,na
JVASP-15571,SmCo3B2,191,P6/mmm,hexagonal,3D,0.0055,0.0088,-3.335945067,-3.682064133,113.6971171,135.4748729,4207918.033,4202189.467,0.000665918,0.000801416,1.13E-06,1.13E-06,-3.0853445,-3.342252533
JVASP-15572,LiGa2Ir,225,Fm-3m,cubic,3D,0.0247,na,2.857581467,2.695433867,85.87133559,76.50096949,10516009.67,10529544.33,0.000338982,0.000301649,2.65E-07,2.65E-07,-0.34462334,-0.47390836
JVASP-15573,Pr(MnSi)2,139,I4/mmm,tetragonal,3D,0.0013,0.0009,16.87190807,16.72455233,520.7041387,518.1221673,1787547.4,1798664.8,0.014497325,0.014378047,1.69E-06,1.69E-06,na,na
JVASP-15574,Tb(SiOs)2,139,I4/mmm,tetragonal,3D,0.0011,0.0009,-3.052905107,-3.166518577,259.575183,274.4884857,4468284.533,4460165.333,0.001805175,0.001922708,6.73E-07,6.73E-07,na,na
JVASP-15575,FeCo2Si,225,Fm-3m,cubic,3D,0.0039,0.0092,22.19897767,22.231551,1423.913959,1431.286551,2889467.4,2895923.367,0.019137377,0.019211722,1.02E-06,1.02E-06,na,na
JVASP-15576,TmBRh3,221,Pm-3m,cubic,3D,0.1296,na,32.166939,31.5834,2652.531822,2579.194171,2563546.1,2585629.4,0.046080947,0.044419047,1.07E-06,1.07E-06,na,na
JVASP-15577,Nb2SnC,194,P6_3/mmc,hexagonal,3D,0.0028,na,-6.9911899,-7.199065,477.4068825,494.4446818,5937380.733,5920991.6,0.004609153,0.0048185,4.94E-07,4.94E-07,-7.353968867,-7.467809067
JVASP-15578,Li2PrO3,65,Cmmm,orthorhombic,2D,0.0441,na,25.4831484,24.39412977,610.6427025,577.3832928,1143728.56,1147359.433,0.048118816,0.04475132,3.68E-06,3.68E-06,na,na
JVASP-15579,Er(FeGe)2,139,I4/mmm,tetragonal,3D,0.0036,na,-12.89576043,-12.8463307,1077.843061,1107.825494,2427291.2,2417851.067,0.01261683,0.013004273,1.41E-06,1.41E-06,na,na
JVASP-15580,Ce(SiCu)2,139,I4/mmm,tetragonal,3D,0.0002,na,49.319408,49.01030267,2332.456489,2334.115196,972444.7267,985299.98,0.09373689,0.092739924,3.29E-06,3.29E-06,na,na
JVASP-15581,Sr2CuO3,71,Immm,orthorhombic,3D,0.0454,na,-7.080036333,-6.7810718,114.0614444,104.4266425,1198086.908,1216078.585,0.003133829,0.003024923,0.000293383,0.000293383,-6.146611567,-5.82452814
JVASP-15582,Ca(SiCu)2,139,I4/mmm,tetragonal,3D,0.0009,na,2.539996613,2.49298417,216.8777153,208.9616441,6661209.333,6677425.1,0.001064735,0.0010199,4.36E-07,4.36E-07,3.102933087,3.041455638
JVASP-15583,MnAlAu2,225,Fm-3m,cubic,3D,0.1003,0.0561,5.085190233,5.524234333,190.0090224,224.8183817,7347842.1,7366948.467,0.001025029,0.001206836,3.98E-07,3.98E-07,-10.168754,-9.9580029
JVASP-15584,PrSi2Ni,63,Cmcm,orthorhombic,3D,0.003,na,-0.646996067,-0.970878133,405.373573,405.0030981,3942120.267,3945550.733,0.005274461,0.005355311,7.67E-07,7.67E-07,-1.0715142,-1.456629533
JVASP-15585,Er(CoGe)2,139,I4/mmm,tetragonal,3D,0.0017,na,18.310969,18.00262767,1650.614692,1625.351272,2694848.4,2716469.033,0.018029144,0.017662838,1.18E-06,1.18E-06,na,na
JVASP-15586,Ca(MnAs)2,164,P-3m1,trigonal,3D,0.004,0.0155,-10.3602413,-10.98069033,230.0009059,251.3838111,2053870.8,2045910.733,0.00468784,0.00526547,1.58E-06,1.58E-06,-22.205296,-22.32537033
JVASP-15587,Tl(CoS)2,139,I4/mmm,tetragonal,3D,0.0019,0.0052,-1.366322733,-1.576486467,91.09443069,80.44227459,2371729.74,2375006.47,0.0029834,0.002777089,2.13E-06,2.13E-06,na,na
JVASP-15588,U2TeN2,139,I4/mmm,tetragonal,3D,0.002,0.0043,7.978381,6.926328333,104.2523315,104.8390219,248834.61,249200.87,0.016440302,0.016743137,1.01E-05,1.01E-05,4.645582333,3.758441333
JVASP-15589,Th(SiPd)2,139,I4/mmm,tetragonal,3D,0.0239,0.0054,2.280928514,1.953010732,195.7758309,184.1009739,4885898.8,4896278.8,0.001205583,0.001140053,6.15E-07,6.15E-07,4.16074426,3.91096682
JVASP-15590,U(SiAu)2,139,I4/mmm,tetragonal,3D,0.0047,0.0035,-4.9389916,-4.574521733,26.00911208,21.54016892,891696.3367,890730.8433,0.00103834,0.000855681,3.49E-06,3.49E-06,na,na
JVASP-15591,TbSiCu,194,P6_3/mmc,hexagonal,3D,0.0036,na,-24.532063,-22.68269133,905.2397842,821.58946,1771362.437,1744711.433,0.020013329,0.017333911,2.34E-06,2.34E-06,-25.98759667,-24.21209867
JVASP-15592,Tb(NiP)2,139,I4/mmm,tetragonal,3D,0.0113,na,9.9629121,10.0951287,826.2545254,861.0271923,3539186.167,3564757.433,0.007912936,0.008189701,8.07E-07,8.07E-07,na,na
JVASP-15593,HoGeAu,186,P6_3mc,hexagonal,3D,0.033,0.051,-46.076524,-11.86559677,549.8946155,34.22795055,283461.5633,271557.8767,0.040491251,0.00272626,1.49E-05,1.49E-05,-45.88656233,-29.57542167
JVASP-15595,Ni3(SnS)2,166,R-3m,trigonal,3D,0.0017,na,-39.72197933,-37.89138667,2177.823982,1964.833416,1448523.167,1424212.767,0.050179025,0.045174909,2.60E-06,2.60E-06,-30.36855567,-29.27156267
JVASP-15596,MnFe2Si,225,Fm-3m,cubic,3D,0.0393,0.0116,-9.475485367,-10.173297,102.7158097,118.2174735,1144021.967,1142242.267,0.004693594,0.005404337,2.22E-06,2.22E-06,na,na
JVASP-15597,ZrVSi,129,P4/nmm,tetragonal,3D,0.0027,na,5.873985333,6.176711167,76.02681466,83.56719477,2523378.3,2528855.667,0.001396995,0.001601734,1.32E-06,1.32E-06,-1.8857573,-1.537512553
JVASP-15598,MgSnAu,216,F-43m,cubic,3D,0.0151,na,4.4074168,4.276149167,161.5976718,152.6942875,8318918.2,8350588.767,0.000796081,0.000749003,3.37E-07,3.37E-07,na,na
JVASP-15599,Nd(CoB)2,139,I4/mmm,tetragonal,3D,0.0118,0.0036,1.1635149,1.082018467,445.4942425,445.2324758,3412052,3411521.133,0.004757548,0.00476471,8.65E-07,8.65E-07,na,na
JVASP-15600,U(SiRh)2,139,I4/mmm,tetragonal,3D,0.0005,na,16.08279247,16.17568113,766.8256524,764.8426506,982500.6167,985865.37,0.021277723,0.021208691,3.35E-06,3.35E-06,34.89005567,34.98674
JVASP-15601,Ho(CrSi)2,139,I4/mmm,tetragonal,3D,0.0026,0.0059,-15.29061503,-15.58960157,921.5083862,957.6527433,1867990.9,1861131.7,0.023971719,0.025161459,1.50E-06,1.50E-06,na,na
JVASP-15602,Pr(AgGe)2,139,I4/mmm,tetragonal,3D,0.0017,na,16.19078633,16.72429067,1255.911989,1437.687519,3692652.167,3760389.133,0.013577058,0.015352118,7.74E-07,7.74E-07,na,na
JVASP-15603,Ce(GeRh)2,139,I4/mmm,tetragonal,3D,0.0003,na,30.860262,30.89138133,2002.729493,2023.278575,921942.3433,928178.16,0.056599536,0.056586487,3.41E-06,3.41E-06,34.651486,34.75532667
JVASP-15604,LuB2Ru3,191,P6/mmm,hexagonal,3D,0.0037,na,-1.618310867,-1.5347441,192.7316415,177.5134448,3974289.9,3966968.733,0.00124856,0.00114901,8.07E-07,8.07E-07,na,na
JVASP-15605,Sr(MnP)2,164,P-3m1,trigonal,3D,0.0029,na,-10.4088024,-10.42630127,157.9155553,159.560298,2085556.72,2079795.23,0.00472024,0.004714075,2.12E-06,2.12E-06,-11.95281837,-12.17872437
JVASP-15606,YMgGa,189,P-62m,hexagonal,3D,0.0032,na,-40.936098,-25.469411,753.2708547,339.9199739,377847.6467,344304.3367,0.044831146,0.018025581,1.03E-05,1.03E-05,-47.25992,-37.16758367
JVASP-15607,U(NiGe)2,12,C2/m,monoclinic,3D,0.0004,na,36.71176167,37.167912,1044.977014,1053.507332,633608.6167,637828.9533,0.052034679,0.052332439,6.11E-06,6.11E-06,4.220481133,4.320399133
JVASP-15608,Ca(FeP)2,139,I4/mmm,tetragonal,3D,0.0067,0.0109,-4.281710067,-4.112363733,44.34034601,41.13367221,2395028.467,2389464.867,0.000716034,0.000660577,1.24E-06,1.24E-06,-4.2973151,-4.180978067
JVASP-15609,Ce(SiAg)2,139,I4/mmm,tetragonal,3D,0.0006,na,59.65641233,59.57564,3216.889902,3248.286784,902637.8933,913970.2,0.12872303,0.129055304,3.85E-06,3.85E-06,51.46264067,51.383417
JVASP-15610,Ca(AsRu)2,139,I4/mmm,tetragonal,3D,0.0014,na,-2.138587167,-2.250434133,18.20829125,18.53502969,2657669.433,2652039.733,0.000217622,0.000229051,1.15E-06,1.15E-06,-2.734631633,-2.759414333
JVASP-15611,TmB2Ru3,191,P6/mmm,hexagonal,3D,0.0015,na,-4.328700437,-4.203964713,373.5195791,346.6050862,3853845.133,3843128.1,0.002384143,0.00220619,8.18E-07,8.18E-07,na,na
JVASP-15612,Nd(CoP)2,139,I4/mmm,tetragonal,3D,0.0018,0.0043,0.659737367,0.3725212,194.5925903,189.3824812,2853349.933,2855769.567,0.002527891,0.00248034,1.00E-06,1.00E-06,na,na
JVASP-15613,Pr(FeSi)2,139,I4/mmm,tetragonal,3D,0.011,na,-6.8665088,-6.8508628,238.5513468,250.9331301,2804359.167,2796948.133,0.002473676,0.002573799,1.24E-06,1.24E-06,na,na
JVASP-15614,NdSnAu,186,P6_3mc,hexagonal,3D,0.0102,na,-38.59677533,-22.62410813,770.0740894,280.5958057,500432.5433,480157.3067,0.056322752,0.021910407,7.63E-06,7.63E-06,-41.81095833,-29.41967687
JVASP-15615,BaIrO3,221,Pm-3m,cubic,3D,0.0091,na,6.4162119,6.5434786,153.7359803,160.0912514,3734376.7,3738954.9,0.001599183,0.001661959,7.62E-07,7.62E-07,na,na
JVASP-15616,Ho(MnGe)2,139,I4/mmm,tetragonal,3D,0.013,na,17.99560433,17.51912,588.2452597,564.1609155,1811905.167,1825053.5,0.013740649,0.013042059,1.53E-06,1.53E-06,na,na
JVASP-15617,Sr(CoP)2,139,I4/mmm,tetragonal,3D,1.00E-04,na,-22.42274767,-22.77360867,1395.375053,1425.783739,3011599.733,2993503.967,0.026056649,0.02676295,1.03E-06,1.03E-06,-25.52546633,-25.383317
JVASP-15618,MnSbPt,216,F-43m,cubic,3D,0.0839,0.0108,1.4177074,1.6086669,8.924219926,11.50448541,4440143.967,4445646.7,8.02E-05,0.000103175,6.36E-07,6.36E-07,-42.350843,-41.924065
JVASP-15619,Tb(MnSi)2,139,I4/mmm,tetragonal,3D,0.0009,na,14.2507732,14.1549067,504.0175611,498.3401187,2076550.3,2086510.8,0.011677186,0.011475609,1.41E-06,1.41E-06,na,na
JVASP-15621,Th(SiNi)2,139,I4/mmm,tetragonal,3D,0.0022,0.0051,-6.9146204,-7.219450467,252.0533167,266.0420416,4601908.667,4590016.4,0.002792919,0.002951638,6.46E-07,6.46E-07,-5.460225333,-5.7938072
JVASP-15624,Er(FeSi)2,139,I4/mmm,tetragonal,3D,0.0025,na,-14.45947433,-14.59445433,1023.568578,1050.573678,3010596.3,2999079.933,0.01143315,0.011796523,1.04E-06,1.04E-06,na,na
JVASP-15625,K2CuF4,139,I4/mmm,tetragonal,3D,0.0017,na,3.884255,2.616835667,135.0974433,129.0431537,603400.6933,613587.3,0.0059686,0.005657995,0.000493282,0.000493282,na,na
JVASP-15626,Cu3SbS4,121,I-42m,tetragonal,3D,0.0057,na,47.826482,47.87064333,1609.808893,1684.939898,702346.73,730045.9933,0.109973214,0.108832494,4.36E-06,4.36E-06,51.55049667,53.11578733
JVASP-15627,TmCo3B2,191,P6/mmm,hexagonal,3D,0.0037,na,-6.912542367,-6.9135554,98.53552628,108.0992679,3897361,3891757.967,0.001950599,0.001909603,1.91E-06,1.91E-06,-6.3159418,-6.258566667
JVASP-15628,Ho(SiRu)2,139,I4/mmm,tetragonal,3D,0.0014,na,-9.336181833,-9.5757808,724.6875818,766.4523089,4323787.1,4301052.667,0.005481007,0.005853115,7.01E-07,7.01E-07,na,na
JVASP-15629,ZrAlNi,189,P-62m,hexagonal,3D,0.0042,na,41.953219,42.440305,1096.453586,1138.590532,1532210.383,1545755.03,0.066766958,0.069642973,5.16E-06,5.16E-06,na,na
JVASP-15630,YAgSn,186,P6_3mc,hexagonal,3D,0.0086,0.1052,-28.524678,-25.738782,552.060027,431.2831797,759973.04,716518.5633,0.028786642,0.022092552,4.37E-06,4.37E-06,-28.613094,-26.81541133
JVASP-15631,Ce(SiPt)2,139,I4/mmm,tetragonal,3D,0.0004,0.0005,28.07112567,27.78066733,1554.588378,1532.000199,1983246.233,1997037.5,0.033415163,0.032753415,1.46E-06,1.46E-06,30.70693933,30.37182467
JVASP-15632,U2SN2,164,P-3m1,trigonal,3D,0.0028,0.011,-23.70472533,-24.40190933,164.663052,174.7082689,288926.03,287697.7433,0.023109497,0.024552274,8.99E-06,8.99E-06,-35.84577967,-36.15312567
JVASP-15633,Nb2CS2,164,P-3m1,trigonal,2D,0.0116,na,-11.47905637,-11.8317164,881.4300311,900.7171998,2592907.473,2555362.943,0.00973015,0.010003611,4.10E-06,4.10E-06,na,na
JVASP-15634,HfAlNi2,225,Fm-3m,cubic,3D,0.0443,0.0187,0.862781783,0.876769287,3.556829119,3.674087537,4778164.167,4779460.133,3.00E-05,3.10E-05,5.92E-07,5.92E-07,na,na
JVASP-15635,Tb(SiIr)2,139,I4/mmm,tetragonal,3D,0.0004,0.0009,8.9011595,9.0622866,337.9232182,348.3832781,3808660.433,3830993.967,0.003191484,0.003305715,8.16E-07,8.16E-07,na,na
JVASP-15636,CeB2Rh3,191,P6/mmm,hexagonal,3D,1.00E-04,na,47.27888967,46.95185333,2577.654827,2580.290084,2937836.307,2952271.933,0.113181398,0.111933003,2.63E-06,2.63E-06,na,na
JVASP-15637,AlVFe2,225,Fm-3m,cubic,3D,0.0152,0.0341,-36.40869067,7.519645767,218.0076696,8.818033283,164460.5167,155946.98,0.02227905,0.00086275,2.62E-05,2.62E-05,-42.058746,9.9812645
JVASP-15638,U(SiOs)2,139,I4/mmm,tetragonal,3D,0.0005,na,4.491874467,4.318307367,53.39907667,48.53189182,1886480.267,1888543.067,0.001009386,0.000919442,1.56E-06,1.56E-06,6.1416131,7.449226
JVASP-15641,Ho(MnSi)2,139,I4/mmm,tetragonal,3D,0.019,0.004,7.341513133,7.264304033,495.1359385,471.7547786,1783329.867,1786772.567,0.011471261,0.010908897,1.60E-06,1.60E-06,na,na
JVASP-15642,UBC,63,Cmcm,orthorhombic,3D,0.0002,0.01,3.2273266,3.057895467,233.6319436,233.6227998,936498.1167,937525.1967,0.007556425,0.007585243,3.65E-06,3.65E-06,-0.255828767,-0.686230967
JVASP-15643,Pr(NiGe)2,139,I4/mmm,tetragonal,3D,0.0148,na,-10.2288647,-10.0148411,706.8933341,682.9982205,4364719.1,4347965.7,0.005203302,0.005027216,6.94E-07,6.94E-07,na,na
JVASP-15644,Ce(CoP)2,139,I4/mmm,tetragonal,3D,0.0023,na,8.35116,8.183536033,280.0912106,272.5776358,1150558.067,1152826.633,0.007960335,0.007691175,2.54E-06,2.54E-06,2.460018467,2.748813667
JVASP-15645,Ho(CoSi)2,139,I4/mmm,tetragonal,3D,0.003,0.0011,22.21133167,21.83315,1943.75656,1911.04614,2904958.433,2930412.467,0.022766656,0.022220805,1.04E-06,1.04E-06,na,na
JVASP-15646,ErZrSb,139,I4/mmm,tetragonal,3D,0.0029,0.0013,-18.674707,-18.535153,802.7675495,786.2830774,2031966.067,2017508.433,0.014050198,0.01379403,1.51E-06,1.51E-06,-17.14182063,-17.0910788
JVASP-15647,ErSnPd2,225,Fm-3m,cubic,3D,0.0287,0.0119,11.864469,11.99239667,661.5481685,680.3322973,4699642.9,4730522.567,0.005587177,0.005719401,6.05E-07,6.05E-07,na,na
JVASP-15648,Pr(SiOs)2,139,I4/mmm,tetragonal,3D,0.0033,0.0026,1.205435867,1.388752133,152.3222239,152.7796383,4333520.033,4332090.667,0.00125421,0.001290157,7.57E-07,7.57E-07,na,na
JVASP-15649,MnCuSb,216,F-43m,cubic,3D,0.0012,na,6.774502033,6.356649233,232.8125989,205.6124758,5072846.533,5088537.367,0.001956524,0.001719936,5.47E-07,5.47E-07,na,na
JVASP-15650,Ca2CuO3,71,Immm,orthorhombic,3D,0.0257,na,-2.2505941,-2.147579933,117.8119984,107.7440617,1327597.278,1344087.381,0.001872382,0.001748578,0.000112605,0.000112605,na,na
JVASP-15651,La(SiNi)2,139,I4/mmm,tetragonal,3D,0.0042,na,-9.453209633,-9.212470067,716.7757224,693.8289647,4287744.2,4272429.867,0.005213829,0.005040682,7.02E-07,7.02E-07,na,na
JVASP-15652,CeMnSi2,63,Cmcm,orthorhombic,3D,0.0007,na,2.094908033,1.688395067,43.09133102,43.1567564,578885.6833,578819.3533,0.003046936,0.003022122,4.74E-06,4.74E-06,30.694909,30.56852533
JVASP-15653,CaCuSb,194,P6_3/mmc,hexagonal,3D,0.0302,0.0586,-55.67926733,38.545394,798.2499991,254.096991,187694.598,188216.294,0.060452086,0.028964991,4.13E-05,4.13E-05,-65.213999,15.089197
JVASP-15654,Yb(SiNi)2,139,I4/mmm,tetragonal,3D,0.0068,0.0037,-5.585223067,-5.6360865,241.586021,244.8268301,5629503.3,5618328.467,0.001742832,0.001772684,5.01E-07,5.01E-07,-5.534964567,-5.581501067
JVASP-15656,SmTiGe,129,P4/nmm,tetragonal,3D,0.0109,na,-18.79870667,-19.38563167,1540.126005,1567.76842,751905.82,748265.0567,0.084069924,0.086233037,3.86E-06,3.86E-06,-11.32850633,-11.56943367
JVASP-15657,TaAlNi2,225,Fm-3m,cubic,3D,0.0265,0.1275,6.2468595,6.380434767,133.3018032,139.3857264,3415958.2,3423873.867,0.001531297,0.001600056,8.25E-07,8.25E-07,6.5485506,6.5747155
JVASP-15658,Yb(SiCu)2,139,I4/mmm,tetragonal,3D,0.0098,0.0121,1.333197957,1.223120337,117.717329,111.513297,7035237.733,7044814.1,0.00055833,0.000528335,4.12E-07,4.12E-07,1.833363407,1.751969293
JVASP-15659,La(SiRh)2,139,I4/mmm,tetragonal,3D,0.0005,na,12.05636047,11.77084183,1238.988217,1222.399031,3131054.833,3153110.067,0.011182824,0.010949565,9.82E-07,9.82E-07,na,na
JVASP-15660,SrCu2O3,65,Cmmm,orthorhombic,3D,0.0023,na,-0.6005744,-0.224164567,194.8407631,182.3716713,2601983.133,2611965.095,0.00534394,0.005182987,6.37E-05,6.37E-05,-0.686180267,-0.3289626
JVASP-15661,PrB2Ru3,191,P6/mmm,hexagonal,3D,0.0041,na,-5.29734529,-5.213736943,447.8991837,412.2922926,3844591.067,3835367.433,0.00313281,0.002884817,7.74E-07,7.74E-07,na,na
JVASP-15662,CeB2Ru3,191,P6/mmm,hexagonal,3D,0.0006,na,24.6056167,24.36062423,1504.296799,1490.917786,2963224.233,2977082.033,0.02897293,0.028690582,1.15E-06,1.15E-06,32.848334,32.276677
JVASP-15663,MnSbAu,216,F-43m,cubic,3D,0.0156,0.0018,21.662259,22.158601,998.6000292,1059.385779,2128061.067,2157592.7,0.017680678,0.018620807,1.37E-06,1.37E-06,na,na
JVASP-15664,Th(SiCu)2,139,I4/mmm,tetragonal,3D,0.0039,na,-0.909390567,1.1883269,135.1113041,86.84405212,2464331.8,2471497.067,0.001992018,0.001256409,1.25E-06,1.25E-06,2.781618567,3.8693873
JVASP-15665,CeMnNi4,216,F-43m,cubic,3D,0.0219,na,38.286881,43.481878,566.6541587,742.1458443,386561.06,392529.8367,0.030911542,0.040524345,1.01E-05,1.01E-05,na,na
JVASP-15666,Dy(CoSi)2,139,I4/mmm,tetragonal,3D,0.0013,0.0003,22.07429433,21.71159433,1955.739546,1924.311839,2889275.967,2914440.167,0.022727166,0.022210997,1.05E-06,1.05E-06,na,na
JVASP-15668,Tm(CoGe)2,139,I4/mmm,tetragonal,3D,0.0005,0.0008,18.593149,18.283652,1666.130208,1641.618281,2705888.833,2727863.067,0.018275001,0.017909043,1.17E-06,1.17E-06,na,na
JVASP-15669,LaB2Ir2C,139,I4/mmm,tetragonal,3D,0.0007,na,8.254917067,8.147288667,1137.436575,1153.505816,4511684.5,4535200.767,0.00922312,0.0093257,6.69E-07,6.69E-07,na,na
JVASP-15670,TbNi2B2C,139,I4/mmm,tetragonal,3D,0.0005,na,-33.850052,-34.43275433,4982.450583,5109.865733,4192703.9,4144745.8,0.050720183,0.052358501,6.92E-07,6.92E-07,na,na
JVASP-15671,ErNi2B2C,139,I4/mmm,tetragonal,3D,0.0016,na,-32.64980233,-33.191121,4597.415709,4702.207561,4061234.267,4022507.3,0.049062339,0.050541753,6.79E-07,6.79E-07,na,na
JVASP-15672,NdNi2B2C,139,I4/mmm,tetragonal,3D,0.0015,na,-4.656566733,-4.392652333,563.6173477,559.8709895,4354286.967,4346351.467,0.00487079,0.004918804,6.91E-07,6.91E-07,na,na
JVASP-15673,Ba2Pd(OF)2,139,I4/mmm,tetragonal,3D,0.1475,na,58.61177333,59.16083867,779.494879,910.2399202,978245.0533,993416.3067,0.017344399,0.020044857,0.008035302,0.008035302,51.92697633,52.583759
JVASP-15674,PrNi2B2C,139,I4/mmm,tetragonal,3D,0.0012,na,-3.615008633,-4.019689667,251.6919096,262.6424629,4697017.5,4689922.733,0.002120841,0.002194312,6.09E-07,6.09E-07,na,na
JVASP-15675,LuNiBC,129,P4/nmm,tetragonal,3D,0.0035,na,10.04087479,9.304530233,369.9047622,358.3878968,2502295.767,2525917.4,0.006058524,0.005873708,1.11E-06,1.11E-06,na,na
JVASP-15676,CeB2Rh2C,139,I4/mmm,tetragonal,3D,0.0007,na,39.06860233,38.07337067,2962.504064,2872.610943,1835821.033,1861153.733,0.070246271,0.066968653,1.58E-06,1.58E-06,51.543301,50.814666
JVASP-15677,DyNi2B2C,139,I4/mmm,tetragonal,3D,0.0008,na,-34.485612,-35.070651,5147.69466,5273.364573,4158393.9,4112537.067,0.05327078,0.054950532,6.84E-07,6.84E-07,na,na
JVASP-15678,CeCr2Si2C,123,P4/mmm,tetragonal,3D,0.0052,0.0003,12.39555747,12.21433547,228.5638304,227.0162081,1290554.5,1293810.3,0.006949016,0.00686631,2.18E-06,2.18E-06,12.0293364,11.84247447
JVASP-15679,YbNi2B2C,139,I4/mmm,tetragonal,3D,0.0095,0.0026,-9.7601544,-9.3631256,417.6979635,381.7778748,3211251.8,3194493.9,0.004989473,0.004596738,8.87E-07,8.87E-07,na,na
JVASP-15680,Na2Ti2Sb2O,139,I4/mmm,tetragonal,3D,0.0085,0.0031,2.697048867,3.290973733,62.23666136,80.32354841,949245.98,952528.9833,0.00228969,0.002875452,3.90E-06,3.90E-06,3.130038733,3.570021867
JVASP-15682,LuNi2B2C,139,I4/mmm,tetragonal,3D,0.0025,0.0006,-28.162085,-28.664826,3456.223232,3546.186119,4046364.633,4014552.5,0.037162862,0.038420152,6.74E-07,6.74E-07,na,na
JVASP-15683,Ba2CuHgO4,123,P4/mmm,tetragonal,3D,0.0058,na,15.92552692,16.32796933,2.912488586,3.240275598,1127040.756,1128093.17,0.00145391,0.001813832,0.000260461,0.000260461,na,na
JVASP-15684,YNi2B2C,139,I4/mmm,tetragonal,3D,0.0003,na,-34.18929267,-34.764924,5020.070045,5139.805149,4045066.833,4002366.533,0.05336207,0.055013438,6.94E-07,6.94E-07,na,na
JVASP-15687,Nd2Fe2Si2C,12,C2/m,monoclinic,3D,0.0011,na,-9.4847654,-9.132523367,99.61367845,94.01487531,957496.01,951404.57,0.003659326,0.003553508,3.28E-06,3.28E-06,-11.74480353,-11.55220033
JVASP-15688,HoNi2B2C,139,I4/mmm,tetragonal,3D,0.0027,na,-35.563626,-36.156422,5472.47634,5595.281025,4111277.967,4066858.067,0.057572636,0.059313048,6.81E-07,6.81E-07,na,na
JVASP-15689,TmNi2B2C,139,I4/mmm,tetragonal,3D,0.0013,na,-31.77582067,-32.282848,4457.215606,4551.82459,4116126.233,4078906.933,0.046835847,0.048170747,6.67E-07,6.67E-07,na,na
JVASP-15692,YMgZn,189,P-62m,hexagonal,3D,0.0101,na,30.71853047,30.24543013,1157.209314,1150.636112,1846480.617,1857940.957,0.051529462,0.050870382,2.40E-06,2.40E-06,na,na
JVASP-15693,Mn2Sb,194,P6_3/mmc,hexagonal,3D,0.0016,0.0027,-4.144185933,-4.022031733,36.45667062,34.26650411,2134084.967,2132243.7,0.000660992,0.000622734,1.36E-06,1.36E-06,-24.05165733,-23.94475967
JVASP-15694,CaGa,63,Cmcm,orthorhombic,3D,0.0053,0.0037,5.5163996,5.902130067,245.6268587,283.9834136,3082708.733,3075273.367,0.004707123,0.00537448,2.00E-06,2.00E-06,1.5211326,1.616116467
JVASP-15695,As2PdO6,162,P-31m,trigonal,3D,0.0007,na,1.979538,142.83592,49.8485478,1129.720662,49666.47633,58163.22033,0.005907842,0.180781786,0.00053079,0.00053079,-9.679977267,-10.37169203
JVASP-15696,TmAgSn,186,P6_3mc,hexagonal,3D,0.0041,na,-25.88206767,-24.89900333,665.843401,637.5212868,968896.21,913916.87,0.024543857,0.023266709,3.65E-06,3.65E-06,-24.707456,-23.71193967
JVASP-15697,ScSnAu,186,P6_3mc,hexagonal,3D,0.007,0.0251,-24.0641823,-15.9026114,346.4147153,155.7882942,553593.9267,543012.5033,0.024155941,0.01146255,6.65E-06,6.65E-06,-23.86808567,-18.20172143
JVASP-15698,Ca(PPd)2,139,I4/mmm,tetragonal,3D,0.0069,0.0098,-3.064952407,-3.4025721,65.72353242,71.45171405,4880216.6,4873280,0.000712766,0.000785594,6.26E-07,6.26E-07,-2.920139457,-3.238054173
JVASP-15699,NpO,225,Fm-3m,cubic,3D,0.0007,0.0003,17.076831,16.756895,1052.264323,1015.390691,3608363.533,3616147.033,0.0135539,0.013065642,7.39E-07,7.39E-07,na,na
